"publishedDate","title","text","rating"
"2015-01-03","If you like their coffee...real coffee","It ain't Maxwell House and they are so good about letting you use their bathroom! Not a great selection of things compared to other bakeries but staff are really great!","5"
"2015-01-03","Adoro","Adoro a Starbucks! Seja pelo seus cafés, suas cheesecakes ou pelo ambiente acolhedor em si. Sempre que viajo acabo dando um pulindo em alguma loja. E essa, não poderia ser diferente. Ótima!","4"
"2015-01-02","Worst Experience at Starbucks","We weren't at this particular store, but at the 5th Ave Barnes & Nobles Starbucks. There were 8 of us, and we all ordered drinks and some food (all separately), and every single order was incorrect.  While we were waiting for our drinks we reiterated our order to the coffee makers to make sure they had written down 'soy' etc. on our drinks, and even after their confirmation the coffees were still made incorrectly.  When we asked them to remake them, they seemed like this was the biggest ask in the world, and only after insisting did they remake the drinks.  Won't be back again.","1"
"2015-01-02","Ótimas opções de bebidas","Gostei muito das lojas Starbucks quando estive em Nova York em julho de 2014. O ambiente é muito agradável e que te oferece acesso livre a internet w um clima gostoso.","5"
"2015-01-01","Lovely","I love Starbucks coffee, I  got there the best Americano's ever..
Fast and flat service, you know exactly what to expect.","4"
"2014-12-29","Cafezinho","Parada obrigatória. Aqui em ny tem um em cada esquina mas vc nunca se cansa de tomar um expresso e comer um bolo quentinho. ","5"
"2014-12-28","quality","good quality cafe and nice workers. internet is strong which is all you need when visiting a cafe. it was kind of busy when i visited daytime but enjoyed this place.","5"
"2014-12-26","rapido y rico","rapida atencion para iniciar el dia con un buen frapuccino en verano y alguna galleta o sandwich, buen precio en todo y siempre rico.","5"
"2014-12-19","OTTIMA SCOPERTA!!!!!!!","Provato diversi starbucks a New York ma secondo me il migliore è quello vicino a Central Park, sulla Broadway.
Il caffè latte (si chiama proprio così) è molto simile al nostro cappuccino.
Ma i croissant sono la vera scoperta: sono deliziosissimi e vengono serviti molto caldi e ogni croissant è servito in un sacchetto singolarmente.
I commessi sono molto gentili e pazienti anche con chi, come me, non era sveltissimo a ordinare (causa lingua).
La colazione,nel periodo che sono stata a New York, l'abbiamo sempre fatta lì anche perchè il prezzo è molto abbordabile.","4"
"2014-12-18","Muito bom","Visitei edta loja uma semana todos os dias. Por estar próximo do Hotel era uma ótima opção de café e refeição rápida. Recomendo a todos.","4"
"2014-12-17","Ok","I liked Starbucks in New York, however the same drink tasted very different I each store I tried.  How can this be?  Some very sweet, some very bitter, some no sweet taste and some bland.  Can't understand if they all use the same procedure??","4"
"2014-12-11","Sensacional","O melhor café que degustei de todas as redes, principalmente o Caramel Brule é novo e fabuloso. Recomendo tomar este rico café.","5"
"2014-12-05","Razoável","Entrar numa loja Starbucks em qualquer região de Manhathan é um exercício de paciência. Sempre tem fila. Não tem lugar para sentar e o preço não é nada convidativo. Até hoje não consigo entender o sucesso que a rede faz por la.","3"
"2014-12-04","good coffee","good coffee and strong wifi is what i expected and got when visiting this starbucks. long line but came fast","5"
"2014-11-20","NYで抹茶フラペチーノ","メニューには書いてありませんが、グリーンティーフラペチーノと言うと作ってくれます。日本のより色も味も濃くとっても美味しかったです。","3"
"2014-11-20","muito cheio de gente","Tudo padrão Starbucks (merece atualização). Café razoável, mas muita demora no atendimento, pois é muita gente lá.","3"
"2014-11-17","good cafe","i enjoyed the coffee here and wifi worked very good. starbucks is always nice place to have a sip and do stuff online.","5"
"2014-11-13","Pessimo servizio, cibo peggiore","Siamo andati da Starbucks sulla settima avenue  angolo 56 strada. La commessa parla un linguaggio incomprensibile per me che capisco poco l'inglese e non fa nulla per aiutare il cliente. È' dovuto intervenire un cliente dietro a noi per spiegare cosa volevamo...... Ho ordinato tra le altre cose un caffè che non ha segnato. A parte questo la brioche era unta e gommosa ed il succo di arancia sapeva di plastica. Ambiente neppure troppo pulito. Da evitare con cura, tenendo conto che intorno e' pieno di locali decenti per fare colazione","1"
"2014-11-12","Café gelado!","O café gelado é show! o lugar muito agradável onde muitas pessoas ficam lendo e tomando seu café. O preço razoável, mas quando vc está em NYC não tem do que reclamar... ","4"
"2014-11-09","café da manhã","Otimo cafezinho para dar aquele gas, mas chegue cedo, fica grande e não tem lugar para sentar, quem estiver com pressa pegue e vá comendo.","4"
"2014-11-08","Café sem igual","Qualquer café do Starbucks é delicioso. como gosto de café forte (diferente do norte americano) sempre peço um duble shot de expresso dentro de qualquer bebida.","5"
"2014-11-05","El mejor café y con wifi!","Más allá de que el café de ahí es muy bueno, también hay muchas cosas ricas para probar. Los locales están impecables, la calidad es muy buena de todo lo que hay. Se pueden conseguir tazas y jarros preciosos para hacer algún regalo así como diferentes tipos de café. Es una buena alternativa para cuando necesitas un baño aunque muchas veces hay espera para ello. Hermoso cuando llega la tardecita y necesitas descansar un rato de tanto trote con un buen café y tener acceso a wifi para comunicarse con la familia.(Generalmente siempre hay alguien que habla español)","5"
"2014-11-02","Cool Camera & Time Square","Called in for Coffee- Map read and wifi and found a cool camera that would email photos with NYC graphics - very clever","5"
"2014-11-01","Better coffee better service  available all over manhattan.","Have come to New York to run the marathon and the experience has been amazing people friendly and welcoming service first class but not at starbucks corner of Broadway & 54th.
Ordered two latte's and a cappuccino, was repeatedly ignored waiting for order got one of the lattes wrong and coffee weak and tasteless!
Independent coffee houses do it so much better. ","1"
"2014-10-30","No tomo cafe pero...","me encanta el te chai latte que preparan aqui, es siempre una buena opción para calentarme cuando hace frio o cuando necesito tomar algo caliente.","4"
"2014-10-29","One of people's favorite coffee and snack shop","This well known coffee shop got the best coffee and cappuccino for u. U can also get delicious snacks here. A breakfast or brunch at Starbucks really makes your day.","4"
"2014-10-29","Busy Starbucks","This is a very busy Starbucks Coffee Shop probably due to its proximity to a tourist area.

Clean and fine though but could do with bring quieter ! ","4"
"2014-10-28","Starbucks","Muito bom o chocolate quente deles, tem varias opções mais tudo lá é muito bom, tem em toda esquina.","5"
"2014-10-28","Excelente para Café da manhã","Pra quem está em um hotel sem café, não pode deixar de passar na Starbucks, ainda mais em dia de clima frio, tomar um chocolate quente com creme e comer os salgados que também são muito bons","4"
"2014-10-27","Vale pela internet","Caro, muito cheio e sim, tem sanduiches gostosos, mas não é um preço que considero justo. Entretanto sempre acabamos indo lá.","3"
"2014-10-26","Prático, rápido e barato","Muito mais barato do que no Brasil. A rapidez também é um dos pontos forte, internet de graça e tem um em cada esquina. Comam toast baggel com cream cheese é muito bom e vale a pena. Os frapuccinos são diferentes dos daqui, adorei o de hanzelnuts.","4"
"2014-10-21","Boa opção no frio de NY e wi-fii","Para fugir um pouco do frio de new York, e aproveitar para pesquisar algo com o Wi-fii grátis aos clientes, sem falar nos cafés, e chocolates quentes que seja em qual Starbucks, tem o mesmo padrão. Mas vá preparado para enfrentar filas, e não espere bons atendimentos o lance lá é fast coffe. ","5"
"2014-10-21","Muito bom","Há muitas filiais na cidade e uma delas sempre aparece quando você está caminhando pela cidade, seja em que direção for. Principalmente no café da manhã (muitos hotéis oferecem) ou na hoa daquele lanche rápido, ""está sempre a postos"" e ajuda sempre.","4"
"2014-10-20","Siempre una buena opción!","Para desayunar o merendar, Starbucks es siempre una buena opción...  con sus muffins, scons, etc... siempre hay alguno nuevo que es la sensación del momento, como el Pumpking Muffin, Pumpking Spicy Coffee, típico de este octubre de Halloween, y riquisimo!","5"
"2014-10-16","Cafés","Em Nova York a cada esquinas encontramos um Starbucks , la é necessario com o frio , adorei o chocolate quente ","4"
"2014-10-14","Em toda esquina encontramos um cafezinho delicioso","O Strbucks da Brodway eh delicioso...ambiente tranquilo..e melhor wifi gratis..coisa que estava complicado de se achar em qq estabelecimento em NY","4"
"2014-10-12","кофейное счастье на каждом углу","лучше старбакса может быть - только много старбаксов. за это я люблю нью-йорк сити. здесь они ну буквально на каждом углу! а я - кофеманка. абсолютная! и люблю пить кофе по разному, и в спешке, на бегу, и спокойно, тихо, уютно, на мягких кресло-диванах. но, увы не все кофейни старбакс такие. есть только с парочкой столов и табуретами. что же поделать, зато кофе, как правило - не подводят. дессерты тоже хороши. но я стараюсь их брать не часто....вредно)","4"
"2014-10-01","Very watered down coffee","I ordered an iced coffee twice and both times was watered down. Next time we won't bother and just opt for the McDonalds coffee. Also we ordered 2 bagels and they forgot them. We waited about 20 minutes until they noticed and finally made the bagels.","2"
"2014-09-21","Agradable.","El lugar es super agradable, ambiente cálido, y gran variedad de cafes para deleitarse. A su vez tenes la opción de lo sano, a diferencia de McDonals.","4"
"2014-09-21","Wow",".....fantastici gli Starbucks ovunque....ma a NY è davvero superlativo...una istituzione davvero, Wi-Fi sempre velocissimo e gratuito....insalate freschissime, caffè perfetto....nessuno che ti mette fretta....davvero fantastico!!!!","5"
"2014-09-14","Bom café mas....","Bons cafés em todos Starbucks, padrão!!! Generosos na medida como em todos cafés de NY, a questão é o atendimento, não se compara ao Brasil. Sem atenção alguma. Como dizemos no Brasil: Lá é, Pá pum!!! Não espere atenção!","3"
"2014-09-13","Colazione sicura","Nel nostro soggiorno a New York ci capita spesso di fare colazione qua,sia per la vicinanza al nostro hotel sia perché effettivamente non é male!
Il costo adeguato,il locale ben tenuto e i camerieri bravi.
Passando al cibo:a me piacciono molto i New York beagles multigrain (tipo pane tostato ai cereali) che puoi farcire con crema spalmabile al formaggio,valido anche il classico croissant al cioccolato.
Delizioso e sano lo yogurt con cereali e miele..da provare!
Personalmente non adoro i beveroni caldi mentre trovo soddisfacente il succo all'arancia.
Nel complesso: una sicurezza!","3"
"2014-09-10","Free wifi and excellent coffee","Free wifi and excellent coffee what else can you ask for a few bucks. 
Baristas were really friendly as well","4"
"2014-09-09","tres bon","il y en a partout  avec un choix de café tres interessant avec des tarifs attractifs rien a dire de negatif","5"
"2014-09-08","Por todos lados!","Muy rico el capuchino y el macciato. es un placer encontrar uno ...y sentarte a descansar de las caminatas y  degustar un rico cafe.","3"
"2014-09-06","Très sympa","très courant à New-york, nous avons adoré le concept ( au début un peu perdus !) les moccas sont délicieux . Nos jeunes ont adoré le chocolat chaud . Les cookies sont délicieux , légèrement chauds.","4"
"2014-08-31","refeiçoes rapidas","sempre lotada ams com filas rapidas, parece que os novaiorquinos gostam mesmo de comer em pe.todos os tipos de cafes e sanduiches alem de sucos verde e algumas opcoes naturais.","4"
"2014-08-23","USA Icon","It's impossible to visit the United States and not go to one of it's signature fast food chain stores.
What I like the most is the details that differentiates this coffee brand from others, the name on your cup, the free wi-fi, fancy beverages.
whether you make a quick stop for a cup of hot coffee, or you sit down with your friends for hours, it`s always worth the visit.","3"
"2014-08-17","Coffee good","Good coffee, as usual, but no restroom. What more can I say .... This is not the best Starbucks I have been in in the USA.","3"
"2014-08-17","Isto é a América","Tem em todo lugar...tem WIFI aberto...serve um excelente café...meu preferido doblio espreso...experimente os croissants, bolos e tortas....","5"
"2014-08-12","Colazione ok!!!","Tutto buonissimo quasi come l'Italia! Puoi andare sul sicuro se fai colazione qui!! Caffè e cappuccino buonissimi, qualità e cortesia , per altro molto pulito!!! Consigliato a tutti i viaggiatori!!!","5"
"2014-08-09","Starbucks é sempre uma boa pedida....","Na verdade eu não sou fã dos cafés do Starbucks, por incrível que pareça;....eu gosto é das outras opções, das comidinhas, dos sucos, dos chocolates. E gosto tambem de poder usar o wi-fi e do ambiente dessa e das outras filiais ao redor do mundo. Por isso recomendo que se vá ao menos conhecer essa rede ;)","5"
"2014-08-08","Dos cafés mais saborosos do Mundo","As tortas e doces servidos no Starbucks são apenas acessórios diante do sabor dos cafés oferecidos. Estar em NYC; em Santiago ou num cantinho de Paris e poder fazer um pit stop num Starbucks e revigorante, servindo de energia nova para os próximos passeios. Aguardo um em minha cidade, Curitiba/PR, Brasil!","5"
"2014-08-03","Muito bom","ambiente agradável, com grande variedade de cafés e outras bebidas. Também possui uma gama de comes perfeitos para acompanhar todas as bebidas... preço justo","4"
"2014-07-30","Clásico","Muy buenos jugos y, cafés. Sandwiches  y pastelería exquisitos. Impecable en la limpieza. Muy recomendable.","4"
"2014-07-29","Quer Tomar Aquele Café","Se bateu aquela vontade de tomar aquele cafezinho, este é o lugar. Ambiente agradável, localização excelente, preços acessíveis. Uma dica, se você precisa usar o banheiro, este é um dos poucos lugares que oferecem este conforto, mas não espere nenhum luxo.","5"
"2014-07-28","Café ou cháfé??","Americanos não tomam café, tomam um chá de café, o café não me agradou muito mas cappuccino me agrada muito, starbucks é starbucks!","4"
"2014-07-26","Nunca decepciona","Un chocolate caliente alto y queque de limón... igual que en tantas ciudades del mundo, idéntico a todos y único a la vez. Una idea que puede volverse una tradición de viaje.","5"
"2014-07-26","Our coffee shop","Since it is really difficult With glutenfree breakfast at the hotels in US and Canada, we became big customers at different Starbucks in both countries. No because they have any glutenfree food, but since we could take our cereals and other things with us and buy the additional Coffee/Tea or other Things. ","5"
"2014-07-22","Прекрасное кофе","Самая знаменитая кофейня в Сша .Прекрасный аромат кофе  ,великолепная атмосфера ,прекрасный выбор сладкого .","5"
"2014-07-21","Ottimo","Con una colazione da Starbuks vai sul sicuro. Cappuccino sempre buonissimo e un'infinita scelta di paste: dalle classiche a quelle un pò più ricercate. mentre fai colazione puoi sfogliarti i quotidiani o controllare mail grazie al wi-fi gratuito. Diciamo che all'estero per un italiano abituato a colazioni ""dolci"" è una salvezza.","5"
"2014-07-11","Na Broadway?! Não tem como não passar por aqui!","Seja um Black Coffee, ou um Mokka, sempre tem um perto de você... Ainda mais o próximo á Times Square, com sua fachada caracterísica e luminosa tem um charme único! ","5"
"2014-07-11","Ótimo café, ótimo lugar","Starbuks nos EUA primam pelo conforto e generosidade. Poltronas maravilhosas, sofás e wi fi grátis e sem senha.","5"
"2014-07-09","Un relax en el paseo diario","Estos Cafés están a cada cuadra, muy bien ambientados y con muy buena atención. Aún no siendo cliente esta la posibilidad de usar el wi fi y los baños  muy buena opción paraos turistas incansables. Los precios no son de los más económicos, hay otras opciones más convenientes. Sin embargo es una opción válida para tomar un café, algo dulce y descansar del ritmo vertiginoso de la ciudad","4"
"2014-07-07","Cafe da manha","Um  ótimo lugar para tomar café da manha. Passava todos os dias para tomar café da manha,
Um ambiente bonito com acesso a wi-fi. ","4"
"2014-07-06","Excelente desayuno y merienda","Si quieres desayunar bien, Starbucks es la mejor opción en Nueva York. Sus cafés son excelentes, muy buenos, sobretodo recién levantado. Te dan la energía para continuar andando por las calles de la ciudad. Recomiendo el Iced Coffee y los morning buns, simplemente excelentes. Lugar acogedor y de mucha calidad, una gran cadena.","5"
"2014-07-03","Sempre muito bom","Entrar no Starbucks é sempre ótimo por vários motivos: café excepcional, atendimento padronizado e muito bom, wifi que funciona de verdade, ar condicionado maravhoso e preço justo. Adoramos!","5"
"2014-07-03","Staff always pleasant and smiling!","Oprah chi tea was excellent hot or cold! Enjoyed sitting outside sipping my tea and using their free wifi and people watching! Great NYC atmosphere on the upper east side near York and 62nd
","4"
"2014-06-30","Café perfeito","Não tem como passar na frente de um Starbucks e não entrar. Os Machiatos são maravilhosos. Compre seu café e saia tomando na rua, no metrô, em qualquer lugar, para se sentir um americano nato.","5"
"2014-06-29","Fan de sus cafés","Siempre cae una visita en Starbucks. Variedad de cafés, pastas,.. sus pasteles están buenísimos! Buenos desayunos en variedad","5"
"2014-06-16","Colazione","Lo si trova ovunque! ognuno ha connessione wifi gratuita.
Buonissimi i dolci. Le bevande calde vengono servite tutte bollenti, attenzione!","4"
"2014-06-15",""" Sempre  oportuno""","Boa opção para fazer um lanche rápido, tomar um café ou chocolate bem quentinho, principalmente se o tempo estiver frio. Existem em todo lugar de Nova York, por isso é fácil de ser encontrado.Ambiente aconchegante e o atendimento é rápido.","4"
"2014-06-15","Coringa","Quando viajo, procuro conhecer lugares diferentes dos que existem onde moro, mas as vezes estamos na correria, cansados, com pressa e só queremos comer ou beber algo rapidinho para dar continuidade a maratona, então você olha para os lados e lá esta...em NYC, sempre tem uma Sarbucks para resolver essa emergencia, nos aeroportos, nas principais ruas, oulets e atè dentro da Macy's. O atendimento é rapidíssimo e os produtos variados, sem surpresas.
Caso opte por uma parada rápida em algum deles, não deixe de olhar as canecas que estarão a venda alí, não são baratinhas, mas são bem bonitas, exclusivas e vem em caixinhas que facilitam o transporte em malas.","4"
"2014-06-15","Excelente no frio!","Existem muitos Starbucks em Nova York. Conforme se vai andando passa-se na frente de vários. O que gostei mais do cardápio foi o Caffè Latte para espantar o frio e é muito bom! E o Cheese Danish que é uma delícia!!","5"
"2014-06-15","Starbucks deixa saudades","Tudo no starbucks é delicioso e farto. Um small black coffee serve duas pessoas facilmente. Starbucks é sempre uma excelente alternativa para quem está no exterior! Recomendo.","5"
"2014-06-11","Cheio!","O café não me agrada tanto, sempre peço o espresso mesmo! Mas tem boas opções de comidas para café da manhã e lanche a um bom preço!","4"
"2014-06-09","Очень вкусный кофе","Знаменитейшая кофейня не только в США, но и по всему миру! Прекрасный, НАСТОЯЩИЙ кофе, различные напитки и печенное)))Любители кофе оценят по достоинству!","5"
"2014-05-29","Sempre bom","Gosto muito do Starbucks. Seus cafés, salgados e bolos são sempre bons. A vantagem é que onde quer que você vá em Nova Iorque entra um por perto. ","5"
"2014-05-26","Nice coffe, free internet","They have espresso if you like Italian coffee. The price is not so high, they have many small stores and most of them have free wifi ","4"
"2014-05-13","Great hours","There is nothing particularly special about this Starbucks location except for it is opened until late. This is really great when you are arriving to New York City's airport and want a coffee before retiring for the night.

I love New York City for that reason and I wish Los Angeles or other major cities would have establishments open 24 hours a day like this particular Starbucks.","4"
"2014-05-13","rapido","Cimida rapida e sem fila num local bem movimentado.
Se vcoe tem pressa va la.
Nao deixe de experimentar a fatia de bolo.","3"
"2014-05-09","Chocolate quente + wifi","Parada obrigatória para recarregar as baterias, aquecer-se com um bom chocolate e ainda utilizar o wifi gratuitamente. Demais!!","5"
"2014-05-08","Grande","Loja grande e com várias mesas, atendimento rápido e atencioso, recomendo pelo café e não chafé dos americanos. café da manha $.","5"
"2014-05-07","Preferisco altro...","Niente da dire per il locale e la pulizia, tutto ben curato.
Qui servono la colazione all'americana. Se vi piace, fate pure. A me non va proprio...
Ok che siamo negli USA e il caffè è quello nel bicchiere della Coca Cola ( ho optato per il cappuccino small), ma non servitemi un croissant caldo che mi avete riscaldato nel microonde... Era come mangiare una gomma... 
C'è di meglio in città, molto meglio...","2"
"2014-04-26","Cafeteria","Cafeteria mbem informal, jovens estudando em suas mesas, venda de artigos da marca, tem por todos os lados em Nova Iorque. Fui na 5ª Avenue, pequeno mas aconchegante para o frio da época.","4"
"2014-04-23","Muito bom","Ótima opção para um café da manhã, da tarde ou um lanche. Muitas opções de lojas por toda a cidade. Parada obrigatória!!!","4"
"2014-04-22","Muito bom","Sobre o Starbucks, o atendimento foi muito bom, alé do que eles tem um dos melhores brownies que conheço.","5"
"2014-04-21","dirty and bathroom DISGUSTING!!!","this was the Starbucks at Waverly Place/378 6th ave ny ny, 4/16 this year.
have to say the 2 girls behind the counter were very friendly and helpful with the coffee menu. nothing to comment in that area. the restaurant area was ok, but messy with napkins on floor, no milk in the containers and counter top dirty!
had to use the restroom. they only have one and it's UNISEX. i waited 10 minutes, 6th in line, for use of the toilet.  when i got in the restroom, it was AWFUL. it smelled of urine and USED toilet paper was strewn next to the toilet. the sink was filthy, as was the floor. no sanitation in this restroom!!
i have reported the situation to the Starbuck Company. bad enuff that they charge so much for their coffees, can't they monitor their cleanliness in the restrooms and really, only one toilet in a restaurant facility?? get with the program, Starbucks!","2"
"2014-04-19","Poderia ser melhor","O café é muito bom, aconselho o Vanilla Cold, já a comida não gostei muito não, comprei um sanduiche natural de peru deixou a desejar, muito seco.","3"
"2014-04-15","delicioso!!!","Adoro sentar em qualquer loja da starbucks para um café expresso ou para aqueles deliciosos mufins ou drinks de café. Em New York tem lojas dos mais variados tamanhos, mas o padrão de atendimento é sempre muito bom.","4"
"2014-04-13","mais visitado","Lugar mais visitado de Nova York quando esta frio. Tem Satrbucks em todos os lugares, e é uma delicia!","5"
"2014-04-12","Normal","Para brasileiros, o sabor do cafe servido deixa muito a desejar. O chocolate quente chega a ser saboroso.","3"
"2014-04-10","Ótimo","Toda hora estávamos lá, não é muito barato, mas tudo é delicioso, o café com leite quentinho!!! Estava muito fio quando estivemos lá! Chocolate quente, huuuum!","5"
"2014-03-31","Slowest. Starbucks. Ever.","If you're bus is leaving within ten minutes, don't try to get even a simple coffee here. The lines, even when short, move slowly because they are understaffed. That might be acceptable in another location but not in a bus station. ","2"
"2014-03-23","Great Espresso Capuccino","A nice place to have breakfast when visiting NYC.  I ordered Capuccino and muffin, all very good.  The place is warm and has a cozy atmosphere, only the price is not attractive.","4"
"2014-03-20","Starbucks - New York","Excelente café, chocolate. Local agradável para  passar algum tempo conversando. No inverno é um ponto de parada obrigatória a cada vez que se vê uma loja - Muitas diga-se de passagem. WI-FI excelente  e gratuito.","5"
"2014-03-19","Café muito bom","Servi um ótimo café e um chocolate quente excelente. Não tem como ir a NY e não tomar um cafézinho ou um chocolate quente no Starbucks. O ambiente muito tranquilo e agradável, wi-fi gratuito e super bem atendido. Recomendo!","4"
"2014-03-11","Тихий ужас!!!","Летящий на крыльях ночи!!!)))... Собственно, если бы в н.ю. были кофейни, я бы сюда не в жизнь не зашел! Короче кошмар + невкусные десерты (хотя булки которые там валяются и десертом-то не назвать!) и отвратительнейший кофе!!!","1"
"2014-03-10","Ottima colazione","Nei nostri giorni a New York , abbiamo scelto di fare colazione in questo negozio e devo dire che mai scelta fu più azzeccata. Non fanno il cappuccino, ma il caffelatte che abbiamo preso era molto buono. Inoltre la scelta delle torte è stata veramente ampia. A ciò si aggiunga che il personale, sebbene parlasse solo in inglese, era molto gentile e disponibile. Unica nota un po’ stonante, è che lo abbiamo trovato abbastanza caro. Ma siamo a New York e ci può stare","4"
"2014-03-06","Una garanzia","Ci siamo stati in più occasioni, sia per la colazione che per una pausa rigenerante nei freddi pomeriggi della città è sempre tutto buono dalle bevande ai dolci passando per i  panini e le macedonie, il servizio è sempre cortese ed il wifi free è una gran comodità.","4"
"2014-02-27","Muito bom","Com varios pontos na cidade , sempre com Wi Fi gratuito e cardapio conhecido mundialmente , eh uma presença marcante","4"
"2014-02-23","Восхитительный кофе!","Если Вы любите натуральный кофе, обязательно посетите кофейню Starbucks. Так же можно хорошо поесть и есть интернет.","5"
"2014-02-22","Aquele café","Ir a NYC e não visitar o Starbucks ou comer um hot dog são programa praticamente obrigatórios. Apesar de termos Starbucks no Brasil, lá ainda é diferente e pra melhor. O sabor do chocolate quente é outro, o café também é de uma sabor diferente do brasileiro, mas igualmente bom! O ambiente é aconchegante e no frio, não há nada melhor que um bom café ou um chocolate no fim de tarde. Altamente recomendável!","5"
"2014-02-18","Legal!","Não sou apreciadora de café, tampouco nas grandes quantidades que eles servem. Mas, para enfrentar o frio de Nova Iorque, tomar café da manhã em uma das muitas Starbucks é uma boa ideia. Os sanduíches são gostozinhos e os muffins, cookies e outros lanches, também. Além disso, faz parte do programa você tomar café andando pela rua, se sentindo um novaiorquino...","4"
"2014-02-17","La mia passione...","Sono entrata la prima volta in uno Starbucks a New York ed è stato amore a prima vista! Mi piacciono tutti i prodotti offerti e anche la gentilezza e simpatia dei ragazzi che servono. Poi vogliamo parlare del wifi gratuito? E' un modo per mettersi in contatto con la famiglia a casa... Giro molto, per diletto, e in ogni città cerco uno Starbucks! Magari lo aprissero a Roma....","5"
"2014-02-15","Отличная кофейня","Очень люблю данную сеть и где бы не побывал обязательно стараюсь посетить кофейню этой сети. Данное место было не исключением- как всегда отличный кофе и еда!)","5"
"2014-02-14","agradabilíssimo","Ambiente muito agradável, o café e o chocolate  são deliciosos, como também os lanches.Ótimo para conversar um pouco no intervalo das compras e dos passeios. E o melhor é que não tem somente um. Recomendo uma paradinha para o lanche.","5"
"2014-02-08","Un nome, una garanzia!","Nel mio viaggio a New York in un periodo freddo (capodanno), appena vedevi un logo di Starbucks nelle vie di Manhattan ti si illuminavano gli occhi, e subito dentro a scaldarsi con un bel Milk & chocolate bollente! Durante la settimana a colazione c'era sempre coda in qualsiasi Starbucks! La differenza con noi in Italia è che a NY se avevi davanti 10 persone in 3, 4 minuti al massimo avevi già la tua colazione! Ottimi i cookies chocolate e cinnamon tools! Questo logo è una garanzia.","5"
"2014-02-06","alleato infallibile ad ogni vacanza","Bicchieroni di latte caldo, dolciumi e soprattutto wi-fi gratuito per controllare il proprio itinerario di viaggio!!!

insuperabile!!!","5"
"2014-02-05","Pit stop ideal","Depois de caminhar bastante por Manhattan sempre haverá um Starbucks para repor as energias. Para mim o mais legal era poder usar o wifi.","5"
"2014-01-31","O café é bom, a comida nem tanto!","Fiquei sem internet em NY , o único local que conseguia era na starbucks.( de graça), o café é sempre bom, os lanches nem tanto, os de NY achei bem sujos.","3"
"2014-01-30","Чтобы быстро перекусить","Хорошее место, чтобы быстро перекусить, выпить кофе. В кафе чисто, аккуратно, хотя из-за ""прелестей"" большого города, не всегда окажется свободное местечко. Для нашего кошелька цены я бы сказал все же высокие. Когда времени мало, когда хочешь много посмотреть в городе и надо бы перекусить - это самое подходящее место.","4"
"2014-01-23","Cafe Mocha","Delicious ! hhhmmmmm...very relaxing place in Starbucks NY City !.. =) I feel so good with the CafeMocha!","5"
"2014-01-23","Café quentinho....","Fomos a N.York em março,e estava muito frio....saímos de manhã,e entramos para tomar um café bem quente....além do café,saboreamos cookies e torradas deliciosos...atendimento rápido e simpático. Vale sempre a pena entrar no Starbucks!","4"
"2014-01-23","Starbucks at Spring and Crosby
is a great variation on the expected.","This starbucks is in a grand old building downtown close to Chinatown
Canal street and Little Italy.
It is a very hip feel and a great place to people watch.
Give it a try when in this part of
town.","5"
"2014-01-21","Как всегда хорошо","Вкусный кофе и завтраки.
В любой стране выручают и спасают от голода.
Запах кофе притягивает.
Есть на каждом шагу.","5"
"2014-01-20","Cafe gostoso","Logo cedo nosso roteiro obrigatório era um café gostoso e prazeroso no Starbucks, bem próximo ao hotel Edison, uníamos o útil ao agradável!! O Sanduiche de Frango sempre delicioso e no capricho acompanhando um café fumegante, que nos enchia de energia para um dia cheio de perspectivas agradaveis111","4"
"2014-01-17","Довольно хорошо","Довольно уютное место в Нью Йорке где можно сесть и выпить кофе, а можно и не кофе. Есть WIFI с бесплатным доступом. Можно зарядить телефон - розетки есть, воспользоваться дают без проблем ","4"
"2014-01-16","wifi e cappuccino","Che altro dire? Quello a Union square si affaccia sul parco, all'interno trovi scrittori, artisti, gente comune, tutti a creare qualche diavoleria. Wifi gratuito e veloce, utilizzi skype per telefonare in Italia mentre osservi la gente di Union square. Che altro desideri?","4"
"2014-01-15","Хорош как всегда","Весьма приятное место в центре с бесплатным WI-Fi и не менее бесплатными электрическими розетками, что приятно это наличие свободных мест где можно спокойно посидеть попить кофе и полюбоваться городом.","4"
"2014-01-09","Для непритязательных туристов, студентов и пенсионеров","В Москве эти кофейни безусловно намного приличнее. В н.ю. к сожалению кроме вышенаписанного (т.е. бюджетников) контингента делать нечего. Места бывают крайне редко. Все (включая кофе) абсолютно невкусно!","2"
"2014-01-05","siempre buenos","como siempre los starbucks por todos lados, con buena atención y lo mejor que si no consumís podes igual entrar al baño","5"
"2014-01-03","Sempre lui!","Ovunque si trovi non cambia un gran che, solo il panorama dalla finestra! Sempre il solito, delizioso frappuccino, un must per chi prova e conosce questa catena.","4"
"2014-01-01","Starbucks Port Authority Bus Terminal","HI. This review is about the Starbucks coffee shop at Port Authority Bus Terminal in NYC. I expected good treatment like in every Starbucks in NYC, especially for the Christmas period, to be exact, day after New Years Eve. The guy that works there, is it manager or not,he was so rude to the people there. If you dont purchase beverage you must go- I refer to one situation when he literary chased an older person and made him leave the shop just because he sat down to read the newspaper, which doesnt mean that he will not buy coffee or whatever drink at Starbucks. Asas soon as the people finished the drinks there was feeling like they must go because they don't drink anymore. I think that the people don't deserve that kind of treatment","1"
