"publishedDate","title","text","rating"
"2019-10-08","Pésima atención cuidado ","Soy un fan de Starbucks , hemos conocido algunas docenas cafeterías siendo Shanghai el mejor recuerdo de esta marca.

En esta ocasión la experiencia es mala , la atención es pésima.  En especial bajar las escaleras te encuentras con personas desagradables , groseras que conversan entre ellos o ellas sin atender 
En el primer piso mejor pero el cafe no lo es tanto como otros Starbucks

 ","1"
"2019-10-08","Increible","Era la primera vez que entrábamos en un Reserve. Hay que verlo. Parece un museo activo del café. Te reciben ofreciéndote sus mezclas para opinar. Todo en si es el mundo del café al alcance de un vistazo, desde su concepcion a su consumo. Encontraras el que te gusta. Recomendable","5"
"2019-10-07","This is the future come to life - put this on your must see list!","I normally don't post about coffee houses or fast food chains, but this is no ordinary Starbucks...  This place is the future of coffee houses.  They have coffee roasting on site with pressurized delivery to at tap grinders for fresh coffee, they have a full service bar and food area - get this NO TIPPING ALLOWD!  ...  AND PAY RIGHT ON THE APP!!!  Side note, you do not get stars for no coffee items purchased.","5"
"2019-10-05","A Starbucks' fan must","Has a bunch of different coffee opportunities. Having previously worked at a Starbucks store and having a friend that still does, it was nice to see this.","5"
"2019-10-03","Einfach WOW!","Unser gewählter Cappuccino war der Hammer! Dazu kommen noch die Kaffeebohnen, die man selbst wählen kann und auch direkt im Café geröstet werden. Es war ein geschmackliches wie auch architektonisches Highlight. Wer diese Rösterei nicht besucht, verpasst definitiv den besten Kaffee von New York.","5"
"2019-10-03","Awesome!","Fun stop right next to Chelsea Market. Great food and coffee (of course). Awesome reserve exclusive tasting menu and merchandise.","5"
"2019-10-03","If you are a fan of Starbucks - GO!","This isn’t just any old Starbucks, this a museum for coffee lovers and friends of Starbucks. You literally could spend an entire day here learning about Starbucks. Loved it!!","5"
"2019-09-29","En Nueva York hay que visitarlo","Primera vez que conozco un Starbucks de estas características; ubicado en la zona de Chelsea. 

Un amplísimo salón, donde entran alrededor de 600 personas. 

En distintos niveles, tienes cafetería, pizzería, posibilidad de tomar unos tragos, en otra zona venta de productos  souvenirs y por último la venta de café en sus distintos tipos para llevar. 

Una zona industrial, con sus máquinas para preparación del café, dan un toque especial a todo el entorno comercial. 

Vale la pena conocerlo y admirar el buen gusto y el hermoso diseño de este local. ","5"
"2019-09-28","Increíble ","No pueden dejar de ir si están en NYC. Hermoso lugar hasta los baños. Todos tipo de cafés, pizzas, pastelería y panadería. Un lugar que deslumbra. Solo hay que conocerlo y probar y ver lo qué hay. No agregó nada más .","5"
"2019-09-25","Fantástico","Um novo conceito para Starbucks nasceu da sociedade com o chefe italiano Vince. Arquitetura e decoração espetaculares.  Serviço incrível e não é cobrado nem quando se insiste em dar.  Achei o máximo!!","5"
"2019-09-23","A Starbucks on... Starbucks!","We love our Starbucks and this place is the the champagne of Starbucks.  Huge copper roaster, overhead tubes deliver beans which are freshly ground for your custom order, amazing looking pastries coming right out of the ovens...  The atmosphere has a really cool vibe, great merchandise and even a bar serving coffee-centric cocktails.  Wanted to come back to try the cocktails, but just ran out of time in NYC.  Great place to start before walking through Chelsea Market.  Or pop into the other Starbucks Reserve Roasteries if you're in Seattle, Shanghai, or Milan.","5"
"2019-09-17","Overpriced","As instalações são maravilhosas. Não lembram um Starbucks, mesmo porque tem lanches, pizzas, saladas e sobremesas em ilhas diferentes. Cada artigo deve ser pago em sua estação. Os funcionários são bastante simpáticos. Tem até uma área com serviço de mesas. A comida é boa, sanduíches e sobremesas, mas o preço é realmente muito mais alto que locais parecidos, mesmo os mais badalados, tipo Eataly. Vale a pena visitar, mas não é um local recorrente, pois um expresso a U$ 5,00 e um cheese cake, metade do Cheesecake factory, por U$ 10,00 é realmente para turistas. Lembre-se sempre que isso é um Starbucks.","4"
"2019-09-16","值得一逛","佔地非常廣闊，除了特殊的周邊商品展賣，有現場試喝的咖啡，麵包看起來想當可口，人滿為患，氮氣咖啡不是每間店都有，可以好好品嚐。","4"
"2019-09-15","高級版starbuck","內部有許多有趣展示
商品比一般星巴克多上許多
咖啡當然相對精緻
咖啡可以選擇多種產地 深淺烘培
個人認為適合買伴手禮好地方","5"
"2019-09-15","Indispensable visitarlo si sos fan de Starbucks","Starbucks Reserve Roastery inaugurado en diciembre último es un local de más de 2000 metros cuadrados, que incluye un bar donde sirven cocteles y una confiteria con especialidades italianas y, obviamente, café! Es la mayor planta de molido y tostado de café a la vista de todos!","5"
"2019-09-14","Un lugar especializado en experiencia, mal vivida ","Starbucks nos a prometido más que un café, un servicio de calidad. Lamentablemente no pude vivir la experiencia en new york. Trabajadores estresados, problemas en atender un hispano parlante en new York, poca amabilidad con familia y un bebé. Es lamentable, no aprendí nada de café ya que no tuvieron tiempo, la degustación no tenía agua para acompañar, se pidió un tiramisu y no llego, para mi esposa se pidió un americano y estaba mal hecho. 

","2"
"2019-09-10","spettacolo","bellissimo ambiente non avevo mai visto una cosa del genere ampio pulito con tantissimi tipi di caffè da macinare con altrettante macchine e alambicchi nonché la macchina per tostare il caffeè...il cibo è italiano ma improponibile un cornetto 5 dollari
invece il caffè è molto buono e prezzo come in qualsiasi starbuks","5"
"2019-09-06","Huge Starbucks by Chelsea Market ","This is definitely a special Starbucks. It is huge occupying the entire ground floor of 61 Ninth. Features a roastery and bakery. Interesting place to hang out.","4"
"2019-09-02","Not your regular Starbucks!","A beautiful fit out to a very large coffee shop! Really quite spectacular. 

Coffee and croissants were great as well!  Really enjoyed the Nitro Latte. Would do it again even though I am not a Starbucks person. 

Also really great service. Overall, an excellent experience. ","5"
"2019-09-01","An amazing place","This must be a unique concept. Just like some microbreweries actually display stills etc., this place has huge copper pots and stuff.","5"
"2019-09-01","Huge ","Only 5 of this model in the world.  Beautiful
decor with nice details. High energy vibe. Go when it is quiet, not hectic - when is that?!  Sandwiches, pizza, pastries as well as coffee, coffee bar, regular bar, huge gift shop, free tastings but NO GLUTEN FREE. What?! Couldn’t even find the usually-stocked individually wrapped Rice Crispy treats (GF) or biscotti in this fancy establishment. So off we went to a different, less sophisticated shop for a gluten free treat and hot tea.  
","4"
"2019-09-01","Enorme local ","El local es uno de los más grandes de la cadena en lo que reside su atractivo, pero nada más. Los productos son los comunes que se sirven en todo el mundo. La diferencia está en las dimensiones de la tienda y en el hecho de que es muy concurrido. Cuando fui había tanta gente que las filas eran interminables. Esto es un punto en contra. Es algo para tener en cuenta. La atención diligente también hace al valor de la tienda, ya que implica tener respeto por sus clientes, entre otras cosas también importantes. ","3"
"2019-08-31","Another level!","Starbucks just stepped up to a totally different level. This place is absolutely amazing! Top quality coffee and delicious food!    ","5"
"2019-08-27","Oh my! ","I have been a Starbucks fan for quite some time and to get to see this place was a dream come true! While I was there they were roasting beans and they ground some for us to smell and explained that they would be shipped to Pennsylvania today! How awesome it that! Even though I didn’t eat or drink - the food and drink choices looked to die for! ","5"
"2019-08-26","Si eres fanático de Starbucks debes ir!!!!","Es un lugar espectacular y sirven bebidas exclusivas, de verdad es imperdible para los fanáticos de Starbuks, los meseros te explican de que están compuestos cada uno de los cafés que te sirven, puedes efectuar una degustación que es increíblemente buena, además para acompañar tu café tienen comida riquísima, que solo se sirve en ese local,  una tienda con recuerdos preciosos, de verdad si eres fanático de starbuks como yo, debes ir. Como fue en verano el calor exigía un frappuccino, como es la reserva no hacen frappuccinos pero me prepararon un café frío en base a helado de cafe que era una delicia nunca me había tomado un café helado tan rico, pruebenlo!!!!","5"
"2019-08-24","Awesome","I love coffee and I love Starbucks so this was a win/win for me.  It such a great vibe here and the staff is amazing.  One staff member (Caesar the Poet) actually recited a poem for us at our table.  Very special.  I will definitely return! ","5"
"2019-08-23","First class all the way","This place is amazing. They have a bar, several coffee counters, sandwiches, pizza and the most amazing deserts. They have a huge coffee roaster. They three levels at this beautiful upscale location. Lots of goodies to buy. I enjoyed a variety of pizzas. They have these great looking pizza ovens.","5"
"2019-08-23","Café pas bon ","Cadre sympa mais café tiède, hormis pour la photo, il faut passer son chemin 
Dommage pour la marque, ne vaut pas le coût ( très cher expresso 5$ environ pour être servi tiède )
","1"
"2019-08-19","Willy Wonka Meets Coffee!","The Starbucks reserve Roastery is like being in Willy Wonka’s chocolate factory, except for coffee. Right away you’re greeted by a friendly staff member who tells you what’s new, any tastings, etc. you’ll see an amazing array of things going on. There’s three levels. The middle level (where you enter) has a bakery area, a coffee and drinks area, and a tasting area. There’s free samples going around of unique items - I had cold brew that was aged in rum barrels - it was delicious! Pretty much all Starbucks products are available for purchase here. The lower floor has a fancy brewing area where they walk you through the roasting of the beans, you can actually see the machinery. The upper floor has a super fancy bar area with unique drinks as well. Staff are all friendly and professional. It’s a great experience and definitely worth a visit. ","5"
"2019-08-17","아내의 행복, 좀 더 오래있고 싶었지만..","첼시마켓에서의 자유시간에 부리나케 들러서 한시간여 있다가 왔습니다. 쇼핑할 기념품들도 다양하고 로스팅이나 커피의 다양한 모습들을 보면서 온 가족이 즐거운 시간을 보냈습니다. 은근히 아시아인차별이 많은 뉴욕에서 관광객들이 많아서 그런지 친절한 분위기 속에서 쇼핑도 하고 시음도 했습니다. 제한된 시간이면 인근의 블루보틀보다는 여기를 추천합니다.","5"
"2019-08-16","This is a Starbucks emporium. If you love the brand, you’ll love this place","This Starbucks reserve occupies a corner of the very same building where you’ll find the Apple Store. It’s similarly super cool, high end, modern, crowded and pricey with a lot of different interesting products and very good service. They roast their own special beans here. The coffee is superior to the normal Starbucks experience but you definitely pay the price differential. I went to order a triple espresso over ice which is my normal Starbucks order but it was $7.50 here more than double what you would normally pay. So you only come here for the really superior Starbucks coffee product and all the various good food options. It’s a very cool venue with multiple levels and lots of people coming and going. Definitely touristy but super fun. ","4"
"2019-08-15","Worth a visit","This is no ordinary Starbucks! It’s huge, has freshly baked goodies, desserts, and more! It’s a spectacle and the coffee smell as you enter is intoxicating. Worth a visit if you’re near Chelsea market.","5"
"2019-08-11","첼시마켓 바로 옆에 있습니다.","스타벅스 리저브 매장입니다. 뉴욕 스타벅스 중 가장 큰 매장이었습니다. 테이블이 꽤 많고 다양한 물건들을 판매하고 있었습니다. 커피 볶는 과정을 보여주는데 아주 신기해서 그것만 보는 손님들도 무척 많았습니다. 첼시마켓과 연계해서 구경하고 커피 마시기에 아주 좋습니다.","4"
"2019-08-11","Must do if you even like coffee","Well, I’m not a coffee pro by any means but this is a must do. Space is Huge. Incredible tasting.  Good food and of course coffee made by the best in the world!  It can get busy so have time to spare.","5"
"2019-08-05","מפעל קליה ענק בקפה סטארבאקס","חוויה מיוחדת במינה. בחרו את הקפה שלכם (זה כבר לא רק אספרסו או אמריקאנו, יש מבחר סוגי קפה), קחו עוגה ושבו לצפות במפעל הקליה שפועל אוטומטית, ומעביר מנות קפה בין המכונות השונות. שווה מאד!!! ","5"
"2019-08-04","Could spend HOURS here, awesome staff and experience, must visit ... really","The purpose of our trip was to visit Chelsea Market ... HOWEVER we noticed the Starbucks Reserve right across the street and went in for a quick minute. This ended up being the highlight of our trip to the Chelsea Market area. The staff are amazing and very hospitable. We had several interactions that just showed how focused they are on ensuring everyone is treated like a guest, but just an everyday customer. 

There are three (3) levels of adventure. The top floor has oven fired pizza, coffee roasting demonstrations, and unique gifts. The middle level is a tasting experience, kind of like a sommolier. The lower level are ... bathrooms! The bathrooms are Euro-style, open to everyone and with a common hand washing area. Other restaurants need to begin taking this approach in the city. You can also peek behind the stairs into the lower roasting area (kind of fun).

Don’t miss this experience. This is NOT the same as the Starbucks Reserve by Times Square - that one is just “in name only,” and doesn’t offer the breadth of experience that this location does.

Oh yeah, and then there’s Chelsea Market.","5"
"2019-07-31","Woooooooow","This is such an amazing place. Great food and such an amazing variety of coffee etc. The service is outstanding, friendly and i love the merchandise. 

If you go there try the espresso affogato and the „whiskey“ coffee. It’s from whiskey barrels but its alcohol free, but the taste is extraordinary!

Best breakfast place! Yes its not cheap but compared to other expensive places (new york is pricey) its worth it!!!","5"
"2019-07-28","not a Starbucks fan but this one is worth a visit","I was completely blown away by this Starbucks. I normally boycott Starbucks but must say this one is quite phenomenal!! It is a must visit even if for non-coffee drinkers or for someone like me who prefers to support local merchants.","5"
"2019-07-28","Unbelievable ","One of four in the world.  Noticed it next to Chelsea Market.  End of the night and didn’t even get a drink, but had to walk around and see this incredible venue.  Starbucks on steroids.  Look forward to a proper return visit.","5"
"2019-07-28","とてもおしゃれな空間","ハドソンヤードからハイラインを散策、チェルシーマーケットを周り、スタバへ‥。
外観も内装も、スタイリッシュで、とてもお洒落。スタッフは、皆さんとてもフレンドリーで、丁寧。
Knobのウィスキーとコーヒーのコラボ。試飲でしたが、香りが引き立ちとてもおいしかったです。
次回は時間を変えてゆっくりすごしてみます。
東京とはまた違う空気感で、のんびりできますよ。
","5"
"2019-07-23","The Most Dope Starbucks ever!","This place is a coffee lovers absolute dream! Or if you want, they also have a bar. You can shop for cool things also. Its really an experience just to walk into this place and I don't even drink coffee!","5"
"2019-07-21","Such a unique experience","If you like Starbucks or coffee at all this is a great place to see! I have never been to any other Starbucks Roastery so I don’t have anything to compare it to, but it was so worth it to visit while we were in town that we went multiple times and it wasn’t super close. The whiskey cold brew was amazing! The nitro mocha tasted like a caffeinated chocolate milk, which was awesome. I also tried the cold brew rum drink at the bar upstairs which was a perfectly balanced cocktail. The roasters walked us through the whole roasting process and taught us so much. This was a really fun experience and a great way to stay cool on a few hot days. I’d recommend going early in the morning on a weekday if you want the least crowded experience. ","5"
"2019-07-20","Fantastic Experience","Amazing to find a Starbucks like that. It's a new format of Starbucks. Huge space with Italian pizza, sweeties and for sure excellent coffee. they roast and toast the coffee at the place. Complete different experience!!! We loved it especially because it stays open until 12 pm.
Attendees are very kind!!","5"
"2019-07-13","Café após caminhada no HIgh Line","Ao lado do Chelsea Market, esta Starbucks é tudo de bom... enorme, mistura a cafeteria, com bar, várias opções de salgados, doces e loja. Banheiro unissex super transado, decoração de todo o ambiente é linda.","5"
"2019-07-09","Unique Starbucks shop","Heard about this unique Starbucks for a long time , but never got the chance to visit one until now.   It’s nice to see such a large scale coffee bean roasting equipments.   In addition to regular Starbucks, it has a bar plus selling a lot of related products & souvenirs (of course, Starbucks related ones).   To me, it’s a business expansion trial for a much larger Starbucks store and it surely attracts a lot of tourists and more consumers.  ","4"
"2019-07-09","Starbucks-fanin must-see.","Hieno liike ja kahvilakokonaisuus, joka on pyhitetty kahville ja hyvälle palanpainikkeelle. Täältä löytyy myös myynnistä monenlaista kahviin liittyvää tavaraa ja mukaan voi ostaa myös erilaisia kahveja papuina tai jauheena.","4"
"2019-07-07","Unique Place","The coffee was excellent and the place is very large and has many things going on at one time.As usual it's not cheap but I enjoythere coffee so for me it's my go to coffee place","4"
"2019-07-06","Great place","Wow what a surprise,  having never been in a Starbucks nor tasted any of their coffees before this place was something else.  Lots of merchandise to do with their theme and brand, not only did we buy some cups and coffee beans but this is an amazing place to eat,  huge selection you won’t be able to choose, allow plenty of time.","5"
"2019-07-05","So worth it!! ","We visited NYC and debated on taking the long walk to go to the Starbucks Reserve.... so glad we did. Such an amazing place. Best coffee I have tasted 
 ","5"
"2019-07-03","Great, but Expensive","What a place.  The coffee is excellent.  The Princi Bakery is amazing.  The food is fantastic.  No regular Starbucks products like Frappachino.  It’s not cheap, but a nice treat to spoil yourself.","5"
"2019-07-02","굿!","매장이 굉장히 크고 다양한 원두가 있어서 보기만 해도 맛있는 커피를 먹을 수 있을 것만 같았습니다. 자리를 잡고 라테를 먹었는데 진짜 맛있었습니다. 다른 매장에서 먹는것과 다른 느낌이었습니다. 굿! 인테리어 좋음!","4"
"2019-07-02","Starbucks Reserve Spettacolare ","Ottimo Starbucks Reserve: prima colazione (cappuccino e cornetto) buonissima. Per chi ama finalmente un buon caffè all’italiana, in questo luogo lo trovi! Anche per quanto riguarda il cibo salato, ottime pizze e insalate di paste fredde. Insomma un posto assolutamente da visitare in Chelsea.","5"
"2019-06-26","Un caffè fuori dal comune, dopo Milano New York.","Passati dal Roastery di New York questa mattina, in realtà si trova alla 15 st. della 9 Ave, siamo stati accolti, con cortesia, ambiente accattivante, personale cordiale e attento, un grazie a Sammy che ci ha servito.","5"
"2019-06-23","Unique ","We stopped in for an iced type coffee after lunch at a place down the street.  The place was bustling and had a large selection of various unique coffees, teas, cocktails, pizza and bakery items both sweet and savory. Our nitro mocha iced drinks were very good. We also shared a raspberry jelly filled croissant. You have to go when in the area.  ","5"
"2019-06-20","What an experience","Great sandwiches and good tea. Quite an expansion of Starbucks. They roast their own coffee there and even have interpreters to explain the process and what all the parts of that huge roaster are doing. If you haven't been in one yet, it is fun to explore and watch the sandwich makers.","5"
"2019-06-19","You though Nespresso was pretentious","Pretentious: sums up the experience. However, I must conceive that I’m a sucker for upmarket coffee and am willing to divulge in more expensive beverages. The variety of beans is greater here however the options of drinks is better in normal starbucks ","3"
"2019-06-14","Más fino que los cafés normales","Novedosos sándwiches, buen café y ricos postres, muy distinto al resto de locales, vale la pena conocer la mano italiana para el pan artesanal","5"
"2019-06-13","Beautiful place but....","This review is reflected of  my two visits to Starbucks Reserve over the past few months.  I a long supporter of Starbucks, I probably get there coffee 5-6 times a week.  When I travel overseas I always go to Starbucks because of their consistency. I was a little excited  to see a Starbucks Reserve and happy one was near me when I stay in NYC.  First the place is beautiful, spared no expense. The staff is equally excellent. Unfortunately that where it ends. The place is so overly complicated when you try to get a drip coffee, order a sandwich or try a buy something. My first visit all I wanted was a drip coffee, I realized one has to wait  long time for a drip. You order it then you have to go to the other side of the large counter and then wait what seemed like 10 minutes, but was more like 5-6.  I finally asked a nice gentleman and he said someone would call when name when the drink is ready. I returned again a month later and this time I wanted to buy some gifts. After a nice man assisted me I waited at the same counter to be charged. The total was about $80, after I paid I realized I wanted to use my Starbucks card to get the reward points. I asked if I could and he replied he would need to get a supervisor. After no one arrived to help, I asked the man if some e was coming and he said, he’d ask again. Which he did.  After waiting a real 10 minutes- no one arrived, so I left.
The place is so beautiful with amazing unique things to purchase and appealing food for purchase. The process just seem a so overly complicated I can’t appreciate it.","2"
"2019-06-11","Pretentious moi?  Oh my god......","If apple did Starbucks this might be close.  Over hyped, security on the door, took 15 minutes to get a tea and then over $6.......OMG","3"
"2019-06-11","Wow","Finally!
 Excellent coffee in NY!
 What an experience, what a service, what a coffee, the cakes are wonderful.
Loved it","5"
"2019-06-11","The coffee mecca for NYC","This new store is a sight to behold. I'm not a coffee drinker unlike my wife, but what an amazing sight inside. Firstly the place is huge over 2 levels and schmick. The staff are dressed in wonderful attire, there are various sections including a bar, a bakery, a coffee bar and other amazing areas. Even an actual roasting zone where staff roast the coffee in elaborate machines akin to something out of Charlie and the Chocolate Factory. Definitely a place to visit even if you're not into coffee.","4"
"2019-06-06","Must see place! ","It’s a huge starbucks with very fancy decoration and including interesting coffee machines. Very nice place to taste different coffee types. I recommend the ice cream with the espresso which is a very different taste experience. ","5"
"2019-06-05","El único Starbucks con buen café!","El lugar es muy hermoso, mucho cobre y una iluminación que resalta los detalles de decoración. En general no me gusta el café de Starbucks -sólo pido chai latte- pero en este el café es realmente bueno. El baguetín de mortadela con pistachos fresquísimo y delicioso. Más caro que los comunes, eso sí.","4"
"2019-06-01","Mejor cafe en lindo lugar","Excelente café , recién inaugurado , mejores sandwich , espacios cómodos , un lugar   muy lindo, bien decorado de excelente gusto ... vale 100% la pena conocer antes de recorrer high line... o después...lo recomiendo","5"
"2019-05-28","Starbucks Reserve Roastery","Cool one-time experience for me. I am a big coffee fan so enjoyed viewing the various brewing methods and displays. The coffee was good and the desserts were excellent. Would definitely recommend.","4"
"2019-05-28","Great place!","There are 2 floors with rare coffees and a lot of food choices regular Starbucks do not have. Pizzas, salads, baked goods and coffee bars on both levels. There is a whiskey barrel coffee that is out of this world! There were free samples when I was there. Neat place to see.","5"
"2019-05-17","One of a kind coffee shop","We came here thinking let’s have some coffee, but on wow! This is not your normal coffee place. You have to try the whisky barrel-aged ice coffee is hits you with a cool ice sweetness. It smelt like whisky but it is coffee. ","5"
"2019-05-16","Starbucks Reserve 61 9th Ave, New York City, NY 10011-7001","This place is Starbucks on steroids. Unbelievable how large it is. The design and space is unreal. Even if you are not a Starbucks fan you have to see it to believe it. It also has the cleanest bathrooms in New York city.","4"
"2019-05-15","What a place!","We happened to see this Starbucks while walking by and immediately went in to see what it was all about.  Wow!  They are roasting coffee right on site and visitors are able to see the process happening right in front of them.  

The equipment is very elegant looking, the place is huge and the whole experience was amazing!","4"
"2019-05-15","Para fanáticos de Starbucks","Normalmente no voy a Starbucks porque no tomo café, pero creo que es un lugar que vale la pena conocer, especialmente para los fanáticos de la marca.

En pleno barrio de Chelsea, y al costado de una tienda de Apple, está este impresionante café. Es muy grande, con muchos ambientes, barras de café, bar, panadería, tostaduría de café, tienda...

Está lleno de pequeños detalles: madera, metal, cuero en los pasamanos, iluminación, chimenea...Más que el café (habitual de Starbucks), me parecieron muy buenos los sandwiches y pizzas de la panadería.

El baño está buenísimo también.

Vale la pena hacer una pausa en el recorrido de la ciudad en este lugar.","4"
"2019-05-08","Amazing store","Came in as soon as I heard they opened a location in the meatpacking district. The store is huge. It’s like the Charlie and the Chocolate Factory of coffee. They also have a bar on the second level where you can grab a cocktail. You won’t regret visiting. It’s a must see.","5"
"2019-05-07","Quite impressed","Warm ambiance, wide open floor plan 3 stories. Serving special coffee beans from all over the world that differs from regular stores. Sandwiched between Apple store and Chelsea Market this place welcomes you into specialty coffee with croissant sandwich spreads to bake goods, and they added sweet slices of cakes. Enjoy plenty of seating with friends to relax over specially roasted beans customized to go or to stay. 
Served rather quickly, unsure when its packed. I went on a Monday late afternoon around 3pm-4pm with plenty of seating.  
Expect to spend more $ here than typical Starbucks coffee stores. Barista said due to special brewing machines and selected beans.","5"
"2019-04-30","Optisch ein Highlight aber insgesamt viel zu überteuert","Wir waren 2x dort weil das Ambiente schön ist und der Laden einen Besuch wert ist.
Jedoch muss ich sagen, dass die Preise dort im Vergleich zu einem normalen Starbucks in NYC 4x so hoch sind.
Die Preise sind doppelt so hoch und die Portionen nur die Hälfte. 
Vom Style um Ambiente ist die Roastery natürlich der Hammer.
Alleine wir die Gebäckteilchen angerichtet werden ist ein Traum. Diese sehen auch super aus. Es ist schon sehr durchgestylt und auf jeden Fall einen besuch wert. Es duftet auch herrlich dort weil direkt dort geröstet wird. 
Leider war mein Tee gar nicht lecker und ich habe diesen schließlich reklamiert und zurück gegeben. Die Mitarbeiter waren sehr bemüht und blieben stets freundlich.
Der Kaffee den mein Mann hatte, war auch nur ""Durchscnitt"" wie er sagte. Er hat schon bessere getrunken....
Ist halt typisch NYC: Mehr Schein als Sein","2"
"2019-04-30","Un starbucks digne de sa démesure !","Sortis de Chelsea market nous tombons sur ce Starbucks, nous n'en avions jamais croisé un d'aussi grand espace. Il s'agit d'un Strabucks réserve, l'on y a passé un super moment et goûté un café excellent ! Pour tout vous dire c'est un palace pour cette enseigne, même les toilettes sont dignes d'un palace et nous pouvons presque y déjeuner tellement c'est propre... Incontournable de cette enseigne je le conseille à tous les visiteurs de NY","5"
"2019-04-29","tutto scena....... posto bellissimo,.qualità zero, carissimo!","Un locale bellissimo mai visto prima , dalla tostatura del caffè alla tazzina il passo è breve, ma QUANDO PAGHI IL conto ti passa la voglia di tutto: 2 frappuccini un caffè miscela boliviana e due biccieri di acqua 52 DOLLARI........","3"
"2019-04-28","Sempre sturbucks ma....","Sempre sturbucks ma con una veste molto più bella....se ci si trova a Chelsea merita una visita anche solo per lo shop in cui trovare cose che sono in vendita SOLO qui","5"
"2019-04-24","Tolles Ambiente - aber sehr sehr teuer!","Wir haben diesen exklusiven Starbucks per Zufall gefunden, wir waren vorher im Chelsea Market und es ist gleich gegenüber. Ein wirklich schönes Ambiente, spektakulär die riesige Rösterei. Sehr schöne Einrichtung und sehr freundliches Personal - natürlich sehr guter Kaffee ;-)
Aber mal ganz ehrlich, 10USD für ein Stück Kuchen?? Zu dritt haben wir sehr schnell über 50USD ausgegeben. Also ja, tolles Ambiente und alles sehr schön, aber hier wird einfach zu sehr hingelangt bei den Preisen.
Aber na ja, wer eine kleine Pause einlegen möchte in einer schönen Kaffee-Bar ist hier richtig. Dennoch eine Empfehlung an die Betreiber: Es ist klar dass dies eines eurer Flagstores ist, aber bitte überdenkt Eure Preise.","4"
"2019-04-23","Cool place, nice Italian touch to Starbucks, but...","I got to say 30 USD for 2 caffè affogato and a croissant... and 20 minutes wait... is too much! If  the experience is what they want to sell (and coffee and t-shirts and mugs and ...) they got to improve on speed and service.
","3"
"2019-04-19","Excellent coffee & snacks, awesome BATHROOMS!!","When you're walking all over the city, eating and drinking excellent food and drink you often find yourself needing a restroom- sometimes hard to find or they're small and dirty. Enter Starbucks Reserve restrooms located on the bottom floor. AMAZING! Don't misunderstand- this is also a review for their great service and delicious caffeine but if you have an appreciation for a nice bathroom like me then please check it out. You'll thank me later!","5"
"2019-04-19","What a Find!!","Found this as we exited Chelsea Market, and wow, I was in Starbucks heaven... just amazing inside and awesome coffees and setup. Had to buy some merch from this place as it is the only one in the world!","5"
"2019-04-17","Forse ero ubriaca","Non so ancora come mi sia venuto in mente di spendere 19 dollari in quello che era un frappuccino di un normale Starbucks ma servito in un bicchiere diverso.
Il posto é anche carino da vedere, ma considerato che c’è il Chelsea marker dietro l’angolo e i prezzi non vale proprio la pena.","2"
"2019-04-13","Starbucks at it's best","We found the reserve by accident and what a find it was. As a Starbucks lover I was in heaven. Excellent selection of coffees. I got the perfect latte here. The roastery was fab. The place smelled amazing and lots of Starbucks goodies to take home as souvenirs. Well worth a visit. ","5"
"2019-04-10","オープンしたての高級スタバ","チェルシーマーケット脇のスタバークスリザーブ。二階はバーになっていて、一階と半地下はカフェ。オーダーすると名前を聞かれ一杯一杯ドリップして、出来たら呼ばれる。店内を探されてる人もいる。酸味が苦手と伝えたら、これが美味しいとお勧めを頂いた。活気があるようで穏やか、かつ高級な時間が流れる。","4"
"2019-03-30","Hipster to the second power ","Its cool. Trendy and probably the place to be. 
It does have 3 levels of all Starbucks coffee, bar, food, and Ofcourse the roastery. 
Main level is pretty big. With huge coffee bars, and tasty displays of pastries. 
Barrista everywhere in a unique uniform. Staff is friendly and answer any questions you have about the roastery. 
This location does not have the traditional menu, so be prepared to order something similar, but not quite the same as for example a typical/traditional or may i dare say a staple of Starbucks... a caramel macchiato. 
Plenty of choices tho, so you will find something for everyone in party.","4"
"2019-03-29","Another version of Starbucks ","It has been talk of the town since its grand opening so I decided to check it out. It’s a very exciting moment. There’re beans that coming out of the giant copper roastery in the center of the hall, then floating around the ceiling. 

There are three levels separating three main zones; main bar, experience bar, and arriviamo bar. 

I tried the  “shakerato affogato” at the main bar. It’s delicious and smooth just like gelato blends with frappe. 

Then, I moved to arriviamo bar to try their cocktail. They serve a flatbread while I was waiting for my starbucks’ negroni “nocino notte” as a complimentary. It has cold brew, gin, bitter, don ciccio & figli nocino, and black traffle salt. I couldn’t taste the cold brew but it’s a one fine drink if you love negroni. 

I think it will be a top destination for the tourists pretty soon so you should come here when it’s still fresh to explore!!!","5"
"2019-03-24","Nice cup of joe and then some. ","We stopped in after dinner for coffee and dessert.  We had never been here before and the place was quite impressive.  There was coffee, there was a bar, there was pizza and there was desserts.  Not your typical Starbucks. They had different varieties of coffees not offered at regular Starbucks.  They roast there own beans there too.  Plenty of places to sit and hang out.  ","5"
"2019-03-20","Not your average Starbucks ","Must see for Starbuck fans and all coffee lovers in general...Three levels with full service bar,  on site bakery,  and coffee beans processed and then moved by many clear tubes along ceiling.....
Little pricey ( $10 for a piece of cake)....I expected a larger merchandise section , but not the case...Again , right now there is only three of these types of Starbucks in the world,  with only 2 more planned...If you are visiting the south end of the Highline,  Chelsea Market or near 14th street on the Westside then stop by...","3"
